video_name,frame,object_id,iou
video_02_static_medium,102,1,0.8831236897274634
video_02_static_medium,102,4,0.5855901890648952
video_02_static_medium,103,1,0.853713009491904
video_02_static_medium,103,4,0.5845107273678702
video_02_static_medium,104,1,0.8786127167630058
video_02_static_medium,104,4,0.5816818425281199
video_02_static_medium,105,1,0.8922610015174507
video_02_static_medium,105,4,0.5891472868217055
video_02_static_medium,106,1,0.8798165137614679
video_02_static_medium,106,4,0.5844519015659956
video_02_static_medium,107,1,0.857307249712313
video_02_static_medium,107,4,0.5849056603773585
video_02_static_medium,108,1,0.8161094224924013
video_02_static_medium,108,4,0.5844988344988346
video_02_static_medium,109,1,0.773784355179704
video_02_static_medium,109,4,0.5855106888361045
video_02_static_medium,110,1,0.749185667752443
video_02_static_medium,110,4,0.5790108564535585
video_02_static_medium,111,1,0.6703910614525139
video_02_static_medium,111,4,0.5753508236729713
video_02_static_medium,112,1,0.6282051282051282
video_02_static_medium,112,4,0.5846824408468244
video_02_static_medium,113,1,0.5
video_02_static_medium,113,4,0.5805432722678459
video_02_static_medium,114,4,0.5809768637532133
video_02_static_medium,115,4,0.5807916937053861
video_02_static_medium,116,4,0.5763707571801566
video_02_static_medium,117,4,0.5673202614379085
video_02_static_medium,118,4,0.5872909698996656
video_02_static_medium,119,4,0.5629139072847682
video_03_static_long,0,3,0.9087591240875912
video_03_static_long,0,1,0.9683698296836983
video_03_static_long,0,4,0.9446529080675422
video_03_static_long,0,5,0.9613773848301536
video_03_static_long,0,7,0.7773279352226721
video_03_static_long,1,3,0.9052287581699346
video_03_static_long,1,1,0.9676258992805755
video_03_static_long,1,4,0.9448082319925164
video_03_static_long,1,5,0.967984934086629
video_03_static_long,1,7,0.7602339181286549
video_03_static_long,2,3,0.9154078549848943
video_03_static_long,2,1,0.9691943127962085
video_03_static_long,2,4,0.9434137291280148
video_03_static_long,2,5,0.9697542533081286
video_03_static_long,2,7,0.77079107505071
video_03_static_long,3,3,0.9046321525885559
video_03_static_long,3,1,0.9661807580174927
video_03_static_long,3,4,0.9457720588235294
video_03_static_long,3,5,0.9720246562351825
video_03_static_long,3,7,0.7471698113207547
video_03_static_long,4,3,0.9156010230179028
video_03_static_long,4,1,0.9760793465577596
video_03_static_long,4,4,0.9478499542543458
video_03_static_long,4,5,0.9760536398467433
video_03_static_long,4,7,0.782435129740519
video_03_static_long,5,3,0.9376498800959233
video_03_static_long,5,1,0.9758620689655172
video_03_static_long,5,4,0.947463768115942
video_03_static_long,5,5,0.973621103117506
video_03_static_long,5,7,0.7811860940695297
video_03_static_long,6,3,0.9373601789709173
video_03_static_long,6,1,0.9766913018760659
video_03_static_long,6,4,0.9469901168014375
video_03_static_long,6,5,0.9720481927710843
video_03_static_long,6,7,0.7948207171314741
video_03_static_long,7,3,0.9344608879492601
video_03_static_long,7,1,0.9774647887323944
video_03_static_long,7,4,0.944692239072257
video_03_static_long,7,5,0.9747939893359185
video_03_static_long,7,7,0.778
video_03_static_long,8,3,0.9405940594059405
video_03_static_long,8,1,0.9783333333333334
video_03_static_long,8,4,0.9449378330373002
video_03_static_long,8,5,0.9761208576998051
video_03_static_long,8,7,0.758095238095238
video_03_static_long,9,3,0.9440298507462687
video_03_static_long,9,1,0.9763995609220637
video_03_static_long,9,4,0.9437609841827768
video_03_static_long,9,5,0.9740831295843521
video_03_static_long,9,7,0.762906309751434
video_03_static_long,10,3,0.9348591549295775
video_03_static_long,10,1,0.978319783197832
video_03_static_long,10,4,0.9430823117338003
video_03_static_long,10,5,0.9704724409448819
video_03_static_long,10,7,0.7480916030534351
video_03_static_long,11,3,0.9444444444444444
video_03_static_long,11,1,0.9780160857908847
video_03_static_long,11,4,0.946817785527463
video_03_static_long,11,5,0.9742319127849356
video_03_static_long,11,7,0.7589453860640302
video_03_static_long,12,3,0.9410828025477707
video_03_static_long,12,1,0.9761652542372882
video_03_static_long,12,4,0.9438687392055267
video_03_static_long,12,5,0.9717682020802377
video_03_static_long,12,7,0.7614503816793893
video_03_static_long,13,3,0.9437689969604863
video_03_static_long,13,1,0.9769633507853404
video_03_static_long,13,4,0.9459691252144082
video_03_static_long,13,5,0.9672943508424182
video_03_static_long,13,7,0.7833655705996132
video_03_static_long,14,3,0.9547445255474453
video_03_static_long,14,1,0.9802494802494802
video_03_static_long,14,4,0.9452523524379812
video_03_static_long,14,5,0.9685471792311533
video_03_static_long,14,7,0.7960396039603961
video_03_static_long,15,3,0.9634831460674157
video_03_static_long,15,1,0.978974358974359
video_03_static_long,15,4,0.9473237043330501
video_03_static_long,15,5,0.9678714859437751
video_03_static_long,15,7,0.7831325301204819
video_03_static_long,16,3,0.9584450402144772
video_03_static_long,16,1,0.9816980172852059
video_03_static_long,16,4,0.9468802698145026
video_03_static_long,16,5,0.9726582278481013
video_03_static_long,16,7,0.7861271676300579
video_03_static_long,17,3,0.9514687100893997
video_03_static_long,17,1,0.9799398194583752
video_03_static_long,17,4,0.9431438127090301
video_03_static_long,17,5,0.9619482496194824
video_03_static_long,17,7,0.7687861271676301
video_03_static_long,18,3,0.948780487804878
video_03_static_long,18,1,0.9791563275434243
video_03_static_long,18,4,0.9466221851542952
video_03_static_long,18,5,0.9651995905834186
video_03_static_long,18,7,0.7579143389199255
video_03_static_long,19,3,0.9540636042402827
video_03_static_long,19,1,0.9755620723362659
video_03_static_long,19,4,0.9412251655629139
video_03_static_long,19,5,0.9648760330578512
video_03_static_long,19,7,0.7799227799227799
video_03_static_long,20,3,0.9538288288288288
video_03_static_long,20,1,0.9805068226120858
video_03_static_long,20,4,0.9464579901153213
video_03_static_long,20,5,0.9703125
video_03_static_long,20,7,0.796812749003984
video_03_static_long,21,3,0.9543478260869566
video_03_static_long,21,1,0.9811957569913211
video_03_static_long,21,4,0.9467649467649467
video_03_static_long,21,5,0.967436974789916
video_03_static_long,21,7,0.7637051039697542
video_03_static_long,22,3,0.9509906152241918
video_03_static_long,22,1,0.975343764817449
video_03_static_long,22,4,0.9454841334418226
video_03_static_long,22,5,0.9707912904938927
video_03_static_long,22,7,0.78515625
video_03_static_long,23,3,0.9479479479479479
video_03_static_long,23,1,0.9792843691148776
video_03_static_long,23,4,0.9448946515397083
video_03_static_long,23,5,0.9684491978609626
video_03_static_long,23,7,0.762906309751434
video_03_static_long,24,3,0.9545014520813165
video_03_static_long,24,1,0.972697825080981
video_03_static_long,24,4,0.9514563106796117
video_03_static_long,24,5,0.9677592692101021
video_03_static_long,24,7,0.7861271676300579
video_03_static_long,25,3,0.9577464788732394
video_03_static_long,25,1,0.9738771769019249
video_03_static_long,25,4,0.9453376205787781
video_03_static_long,25,5,0.9686486486486486
video_03_static_long,25,7,0.7680608365019012
video_03_static_long,26,3,0.9547511312217195
video_03_static_long,26,1,0.9807692307692307
video_03_static_long,26,4,0.95028067361668
video_03_static_long,26,5,0.9737274220032841
video_03_static_long,26,7,0.7722222222222223
video_03_static_long,27,3,0.9571678321678322
video_03_static_long,27,1,0.9756975697569757
video_03_static_long,27,4,0.9467408585055644
video_03_static_long,27,5,0.9677947598253275
video_03_static_long,27,7,0.7571157495256167
video_03_static_long,28,3,0.9584745762711865
video_03_static_long,28,1,0.978494623655914
video_03_static_long,28,4,0.9469096671949286
video_03_static_long,28,5,0.9643053267435475
video_03_static_long,28,7,0.7934362934362934
video_03_static_long,29,3,0.9589153656532456
video_03_static_long,29,1,0.9748677248677249
video_03_static_long,29,4,0.9495268138801262
video_03_static_long,29,5,0.967403314917127
video_03_static_long,29,7,0.7601476014760148
video_03_static_long,30,3,0.9641434262948207
video_03_static_long,30,1,0.979367866549605
video_03_static_long,30,4,0.9412685982772122
video_03_static_long,30,5,0.9699331848552338
video_03_static_long,30,7,0.7540687160940326
video_03_static_long,31,3,0.9599692070823711
video_03_static_long,31,1,0.9749134948096886
video_03_static_long,31,4,0.944487881157154
video_03_static_long,31,5,0.9676519799219185
video_03_static_long,31,7,0.7765151515151515
video_03_static_long,32,3,0.9559372666168783
video_03_static_long,32,1,0.9827213822894169
video_03_static_long,32,4,0.9416342412451362
video_03_static_long,32,5,0.9714765100671141
video_03_static_long,32,7,0.7941747572815534
video_03_static_long,33,3,0.9630166787527193
video_03_static_long,33,1,0.9753924480271532
video_03_static_long,33,4,0.9389017788089714
video_03_static_long,33,5,0.9674340258281864
video_03_static_long,33,7,0.7692307692307693
video_03_static_long,34,3,0.9634060520760028
video_03_static_long,34,1,0.9780775716694773
video_03_static_long,34,4,0.9444015444015444
